Year,Category,Indicator,Value,Country
2021,Outbound Expenditure,Passenger transport,16.000.000,Saint Lucia
2021,Outbound Expenditure,Tourism expenditure in other countries,40.000.000,Saint Lucia
2021,Outbound Expenditure,Travel,24.000.000,Saint Lucia
2021,Outbound Expenditure,Passenger transport,5.000.000,Saint Vincent And The Grenadines
2021,Outbound Expenditure,Tourism expenditure in other countries,11.000.000,Saint Vincent And The Grenadines
2021,Outbound Expenditure,Travel,6.000.000,Saint Vincent And The Grenadines
2021,Outbound Expenditure,Passenger transport,300.000,Samoa
2021,Outbound Expenditure,Tourism expenditure in other countries,1.100.000,Samoa
2021,Outbound Expenditure,Travel,800.000,Samoa
2021,Outbound Expenditure,Passenger transport,21.000.000,San Marino
2021,Outbound Expenditure,Tourism expenditure in other countries,209.000.000,San Marino
2021,Outbound Expenditure,Travel,188.000.000,San Marino
2021,Outbound Expenditure,Travel,13.600.000,Sao Tome And Principe
2021,Outbound Expenditure,Passenger transport,954.000.000,Saudi Arabia
2021,Outbound Expenditure,Tourism expenditure in other countries,13.130.000.000,Saudi Arabia
2021,Outbound Expenditure,Travel,12.176.000.000,Saudi Arabia
2021,Outbound Expenditure,Passenger transport,121.000.000,Senegal
2021,Outbound Expenditure,Tourism expenditure in other countries,263.000.000,Senegal
2021,Outbound Expenditure,Travel,142.000.000,Senegal
2021,Outbound Expenditure,Passenger transport,101.000.000,Serbia
2021,Outbound Expenditure,Tourism expenditure in other countries,1.718.000.000,Serbia
2021,Outbound Expenditure,Travel,1.617.000.000,Serbia
2021,Outbound Expenditure,Passenger transport,26.000.000,Seychelles
2021,Outbound Expenditure,Tourism expenditure in other countries,58.000.000,Seychelles
2021,Outbound Expenditure,Travel,32.000.000,Seychelles
2021,Outbound Expenditure,Passenger transport,500.000,Sierra Leone
2021,Outbound Expenditure,Tourism expenditure in other countries,12.860.000,Sierra Leone
2021,Outbound Expenditure,Travel,12.360.000,Sierra Leone
2021,Outbound Expenditure,Travel,4.139.000.000,Singapore
2021,Outbound Expenditure,Passenger transport,5.000.000,Sint Maarten (Dutch Part)
2021,Outbound Expenditure,Tourism expenditure in other countries,57.000.000,Sint Maarten (Dutch Part)
2021,Outbound Expenditure,Travel,52.000.000,Sint Maarten (Dutch Part)
2021,Outbound Expenditure,Passenger transport,66.000.000,Slovakia
2021,Outbound Expenditure,Tourism expenditure in other countries,1.549.000.000,Slovakia
2021,Outbound Expenditure,Travel,1.483.000.000,Slovakia
2021,Outbound Expenditure,Passenger transport,39.000.000,Slovenia
2021,Outbound Expenditure,Tourism expenditure in other countries,1.421.000.000,Slovenia
2021,Outbound Expenditure,Travel,1.382.000.000,Slovenia
2021,Outbound Expenditure,Tourism expenditure in other countries,25.800.000,Solomon Islands
2021,Outbound Expenditure,Travel,25.800.000,Solomon Islands
2021,Outbound Expenditure,Passenger transport,678.000.000,South Africa
2021,Outbound Expenditure,Tourism expenditure in other countries,1.669.000.000,South Africa
2021,Outbound Expenditure,Travel,991.000.000,South Africa
2021,Outbound Expenditure,Passenger transport,83.400.000,South Sudan
2021,Outbound Expenditure,Passenger transport,89.000.000,Sri Lanka
2021,Outbound Expenditure,Tourism expenditure in other countries,328.000.000,Sri Lanka
2021,Outbound Expenditure,Travel,239.000.000,Sri Lanka
2021,Outbound Expenditure,Tourism expenditure in other countries,1.240.000.000,State Of Palestine
2021,Outbound Expenditure,Travel,1.240.000.000,State Of Palestine
2021,Outbound Expenditure,Travel,31.000.000,Sudan
2021,Outbound Expenditure,Passenger transport,2.000.000,Suriname
2021,Outbound Expenditure,Tourism expenditure in other countries,75.000.000,Suriname
2021,Outbound Expenditure,Travel,73.000.000,Suriname
2021,Outbound Expenditure,Travel,8.366.000.000,Sweden
2021,Outbound Expenditure,Passenger transport,1.013.000.000,Switzerland
2021,Outbound Expenditure,Tourism expenditure in other countries,12.675.000.000,Switzerland
2021,Outbound Expenditure,Travel,11.662.000.000,Switzerland
2021,Outbound Expenditure,Passenger transport,176.000.000,Taiwan Province Of China
2021,Outbound Expenditure,Tourism expenditure in other countries,1.423.000.000,Taiwan Province Of China
2021,Outbound Expenditure,Travel,1.247.000.000,Taiwan Province Of China
2021,Outbound Expenditure,Passenger transport,18.000.000,Tajikistan
2021,Outbound Expenditure,Tourism expenditure in other countries,22.800.000,Tajikistan
2021,Outbound Expenditure,Travel,4.800.000,Tajikistan
2021,Outbound Expenditure,Passenger transport,18.000.000,"Tanzania, United Republic Of"
2021,Outbound Expenditure,Tourism expenditure in other countries,214.000.000,"Tanzania, United Republic Of"
2021,Outbound Expenditure,Travel,196.000.000,"Tanzania, United Republic Of"
2021,Outbound Expenditure,Passenger transport,774.000.000,Thailand
2021,Outbound Expenditure,Tourism expenditure in other countries,4.233.000.000,Thailand
2021,Outbound Expenditure,Travel,3.459.000.000,Thailand
2021,Outbound Expenditure,Passenger transport,5.000.000,Timor-Leste
2021,Outbound Expenditure,Tourism expenditure in other countries,32.000.000,Timor-Leste
2021,Outbound Expenditure,Travel,27.000.000,Timor-Leste
2021,Outbound Expenditure,Passenger transport,200.000,Tonga
2021,Outbound Expenditure,Tourism expenditure in other countries,19.100.000,Tonga
2021,Outbound Expenditure,Travel,18.900.000,Tonga
2021,Outbound Expenditure,Passenger transport,4.000.000,Trinidad And Tobago
2021,Outbound Expenditure,Tourism expenditure in other countries,41.000.000,Trinidad And Tobago
2021,Outbound Expenditure,Travel,37.000.000,Trinidad And Tobago
2021,Outbound Expenditure,Passenger transport,48.000.000,Tunisia
2021,Outbound Expenditure,Tourism expenditure in other countries,494.000.000,Tunisia
2021,Outbound Expenditure,Travel,446.000.000,Tunisia
2021,Outbound Expenditure,Passenger transport,2.900.000,Tuvalu
2021,Outbound Expenditure,Tourism expenditure in other countries,11.500.000,Tuvalu
2021,Outbound Expenditure,Travel,8.600.000,Tuvalu
2021,Outbound Expenditure,Passenger transport,445.000.000,Türkiye
2021,Outbound Expenditure,Tourism expenditure in other countries,2.095.000.000,Türkiye
2021,Outbound Expenditure,Travel,1.650.000.000,Türkiye
2021,Outbound Expenditure,Passenger transport,185.000.000,Uganda
2021,Outbound Expenditure,Tourism expenditure in other countries,437.000.000,Uganda
2021,Outbound Expenditure,Travel,252.000.000,Uganda
2021,Outbound Expenditure,Passenger transport,192.000.000,Ukraine
2021,Outbound Expenditure,Tourism expenditure in other countries,6.443.000.000,Ukraine
2021,Outbound Expenditure,Travel,6.251.000.000,Ukraine
2021,Outbound Expenditure,Passenger transport,4.320.000.000,United Arab Emirates
2021,Outbound Expenditure,Tourism expenditure in other countries,21.600.000.000,United Arab Emirates
2021,Outbound Expenditure,Travel,17.280.000.000,United Arab Emirates
2021,Outbound Expenditure,Travel,29.953.000.000,United Kingdom
2021,Outbound Expenditure,Passenger transport,17.848.000.000,United States Of America
2021,Outbound Expenditure,Tourism expenditure in other countries,74.546.000.000,United States Of America
2021,Outbound Expenditure,Travel,56.698.000.000,United States Of America
2021,Outbound Expenditure,Passenger transport,69.000.000,Uruguay
2021,Outbound Expenditure,Tourism expenditure in other countries,276.000.000,Uruguay
2021,Outbound Expenditure,Travel,207.000.000,Uruguay
2021,Outbound Expenditure,Passenger transport,526.000.000,Uzbekistan
2021,Outbound Expenditure,Tourism expenditure in other countries,2.210.000.000,Uzbekistan
2021,Outbound Expenditure,Travel,1.684.000.000,Uzbekistan
2021,Outbound Expenditure,Passenger transport,400.000,Vanuatu
2021,Outbound Expenditure,Tourism expenditure in other countries,119.400.000,Vanuatu
2021,Outbound Expenditure,Travel,119.000.000,Vanuatu
2021,Outbound Expenditure,Tourism expenditure in other countries,3.830.000.000,Viet Nam
2021,Outbound Expenditure,Passenger transport,181.000.000,Zambia
2021,Outbound Expenditure,Tourism expenditure in other countries,430.000.000,Zambia
2021,Outbound Expenditure,Travel,249.000.000,Zambia
2022,Outbound Expenditure,Passenger transport,84.000.000,Albania
2022,Outbound Expenditure,Tourism expenditure in other countries,1.937.000.000,Albania
2022,Outbound Expenditure,Travel,1.853.000.000,Albania
2022,Outbound Expenditure,Passenger transport,28.600.000,Algeria
2022,Outbound Expenditure,Tourism expenditure in other countries,443.500.000,Algeria
2022,Outbound Expenditure,Travel,414.900.000,Algeria
2022,Outbound Expenditure,Passenger transport,240.400.000,Angola
2022,Outbound Expenditure,Tourism expenditure in other countries,1.897.800.000,Angola
2022,Outbound Expenditure,Travel,1.657.400.000,Angola
2022,Outbound Expenditure,Passenger transport,1.000.000,Anguilla
2022,Outbound Expenditure,Tourism expenditure in other countries,7.400.000,Anguilla
2022,Outbound Expenditure,Travel,6.400.000,Anguilla
2022,Outbound Expenditure,Passenger transport,14.000.000,Antigua And Barbuda
2022,Outbound Expenditure,Tourism expenditure in other countries,64.000.000,Antigua And Barbuda
2022,Outbound Expenditure,Travel,50.000.000,Antigua And Barbuda
2022,Outbound Expenditure,Passenger transport,1.844.000.000,Argentina
2022,Outbound Expenditure,Tourism expenditure in other countries,7.410.000.000,Argentina
2022,Outbound Expenditure,Travel,5.566.000.000,Argentina
2022,Outbound Expenditure,Passenger transport,81.000.000,Armenia
2022,Outbound Expenditure,Tourism expenditure in other countries,1.377.600.000,Armenia
2022,Outbound Expenditure,Travel,1.296.600.000,Armenia
2022,Outbound Expenditure,Passenger transport,8.400.000,Aruba
2022,Outbound Expenditure,Tourism expenditure in other countries,392.800.000,Aruba
2022,Outbound Expenditure,Travel,384.400.000,Aruba
2022,Outbound Expenditure,Passenger transport,4.140.000.000,Australia
2022,Outbound Expenditure,Tourism expenditure in other countries,20.227.000.000,Australia
2022,Outbound Expenditure,Travel,16.087.000.000,Australia
2022,Outbound Expenditure,Tourism expenditure in other countries,11.466.000.000,Austria
2022,Outbound Expenditure,Travel,11.466.000.000,Austria
2022,Outbound Expenditure,Passenger transport,169.600.000,Azerbaijan
2022,Outbound Expenditure,Tourism expenditure in other countries,1.062.300.000,Azerbaijan
2022,Outbound Expenditure,Travel,892.700.000,Azerbaijan
2022,Outbound Expenditure,Passenger transport,161.000.000,Bahamas
2022,Outbound Expenditure,Tourism expenditure in other countries,331.000.000,Bahamas
2022,Outbound Expenditure,Travel,170.000.000,Bahamas
2022,Outbound Expenditure,Passenger transport,562.700.000,Bangladesh
2022,Outbound Expenditure,Tourism expenditure in other countries,1.889.100.000,Bangladesh
2022,Outbound Expenditure,Travel,1.326.400.000,Bangladesh
2022,Outbound Expenditure,Passenger transport,1.497.700.000,Belgium
2022,Outbound Expenditure,Tourism expenditure in other countries,17.705.300.000,Belgium
2022,Outbound Expenditure,Travel,16.207.600.000,Belgium
2022,Outbound Expenditure,Passenger transport,1.600.000,Belize
2022,Outbound Expenditure,Tourism expenditure in other countries,62.000.000,Belize
2022,Outbound Expenditure,Travel,60.400.000,Belize
2022,Outbound Expenditure,Tourism expenditure in other countries,38.800.000,Bhutan
2022,Outbound Expenditure,Travel,38.800.000,Bhutan
2022,Outbound Expenditure,Passenger transport,113.000.000,"Bolivia, Plurinational State Of"
2022,Outbound Expenditure,Tourism expenditure in other countries,777.000.000,"Bolivia, Plurinational State Of"
2022,Outbound Expenditure,Travel,664.000.000,"Bolivia, Plurinational State Of"
2022,Outbound Expenditure,Passenger transport,154.000.000,Bosnia And Herzegovina
2022,Outbound Expenditure,Tourism expenditure in other countries,436.000.000,Bosnia And Herzegovina
2022,Outbound Expenditure,Travel,282.000.000,Bosnia And Herzegovina
2022,Outbound Expenditure,Passenger transport,5.900.000,Botswana
2022,Outbound Expenditure,Tourism expenditure in other countries,103.900.000,Botswana
2022,Outbound Expenditure,Travel,98.000.000,Botswana
2022,Outbound Expenditure,Passenger transport,3.240.700.000,Brazil
2022,Outbound Expenditure,Tourism expenditure in other countries,15.425.600.000,Brazil
2022,Outbound Expenditure,Travel,12.184.900.000,Brazil
2022,Outbound Expenditure,Passenger transport,8.900.000,Brunei Darussalam
2022,Outbound Expenditure,Tourism expenditure in other countries,129.200.000,Brunei Darussalam
2022,Outbound Expenditure,Travel,120.300.000,Brunei Darussalam
2022,Outbound Expenditure,Passenger transport,290.900.000,Bulgaria
2022,Outbound Expenditure,Tourism expenditure in other countries,1.833.400.000,Bulgaria
2022,Outbound Expenditure,Travel,1.542.500.000,Bulgaria
2022,Outbound Expenditure,Passenger transport,13.500.000,Cabo Verde
2022,Outbound Expenditure,Tourism expenditure in other countries,73.300.000,Cabo Verde
2022,Outbound Expenditure,Travel,59.800.000,Cabo Verde
2022,Outbound Expenditure,Passenger transport,53.000.000,Cambodia
2022,Outbound Expenditure,Tourism expenditure in other countries,535.000.000,Cambodia
2022,Outbound Expenditure,Travel,482.000.000,Cambodia
2022,Outbound Expenditure,Passenger transport,158.000.000,Cameroon
2022,Outbound Expenditure,Tourism expenditure in other countries,722.000.000,Cameroon
2022,Outbound Expenditure,Travel,564.000.000,Cameroon
2022,Outbound Expenditure,Travel,24.680.000.000,Canada
2022,Outbound Expenditure,Passenger transport,614.300.000,Chile
2022,Outbound Expenditure,Tourism expenditure in other countries,2.332.600.000,Chile
2022,Outbound Expenditure,Travel,1.718.300.000,Chile
2022,Outbound Expenditure,Travel,114.795.100.000,China
2022,Outbound Expenditure,Passenger transport,736.000.000,Colombia
2022,Outbound Expenditure,Tourism expenditure in other countries,5.012.000.000,Colombia
2022,Outbound Expenditure,Travel,4.276.000.000,Colombia
2022,Outbound Expenditure,Passenger transport,24.000.000,Comoros
2022,Outbound Expenditure,Tourism expenditure in other countries,97.000.000,Comoros
2022,Outbound Expenditure,Travel,73.000.000,Comoros
2022,Outbound Expenditure,Passenger transport,209.000.000,Costa Rica
2022,Outbound Expenditure,Tourism expenditure in other countries,1.175.000.000,Costa Rica
2022,Outbound Expenditure,Travel,966.000.000,Costa Rica
2022,Outbound Expenditure,Passenger transport,40.000.000,Croatia
2022,Outbound Expenditure,Tourism expenditure in other countries,1.490.000.000,Croatia
2022,Outbound Expenditure,Travel,1.450.000.000,Croatia
2022,Outbound Expenditure,Passenger transport,58.000.000,Curaçao
2022,Outbound Expenditure,Tourism expenditure in other countries,484.000.000,Curaçao
2022,Outbound Expenditure,Travel,426.000.000,Curaçao
2022,Outbound Expenditure,Tourism expenditure in other countries,1.342.000.000,Cyprus
2022,Outbound Expenditure,Travel,1.342.000.000,Cyprus
2022,Outbound Expenditure,Passenger transport,66.000.000,Czech Republic (Czechia)
2022,Outbound Expenditure,Tourism expenditure in other countries,5.017.000.000,Czech Republic (Czechia)
2022,Outbound Expenditure,Travel,4.951.000.000,Czech Republic (Czechia)
2022,Outbound Expenditure,Travel,8.453.000.000,Denmark
2022,Outbound Expenditure,Travel,27.500.000,Djibouti
2022,Outbound Expenditure,Passenger transport,7.000.000,Dominica
2022,Outbound Expenditure,Tourism expenditure in other countries,11.000.000,Dominica
2022,Outbound Expenditure,Travel,4.000.000,Dominica
2022,Outbound Expenditure,Passenger transport,526.000.000,Dominican Republic
2022,Outbound Expenditure,Tourism expenditure in other countries,1.545.000.000,Dominican Republic
2022,Outbound Expenditure,Travel,1.019.000.000,Dominican Republic
2022,Outbound Expenditure,Passenger transport,153.000.000,Ecuador
2022,Outbound Expenditure,Tourism expenditure in other countries,1.225.000.000,Ecuador
2022,Outbound Expenditure,Travel,1.072.000.000,Ecuador
2022,Outbound Expenditure,Passenger transport,40.100.000,Egypt
2022,Outbound Expenditure,Tourism expenditure in other countries,5.464.600.000,Egypt
