sentiment,topic_id,document_count,percentage_in_sentiment,language_count,dominant_language,languages,is_multilingual,top_cities,top_categories,year_range,sample_text
negativo,46,87,0.09,3,es,"{'es': 80, 'en': 5, 'fr': 1, 'it': 1}",True,"{'Barcelona': 37, 'Madrid': 28, 'Sevilla': 15, 'Tenerife': 7}","{'Tour': 47, 'Vida nocturna': 15, 'Museo': 14}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,5,80,0.08,4,es,"{'es': 63, 'en': 14, 'fr': 2, 'de': 1}",True,"{'Barcelona': 30, 'Madrid': 28, 'Mallorca': 8, 'Sevilla': 7, 'Tenerife': 7}","{'Tour': 43, 'Vida nocturna': 21, 'Museo': 6}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,118,80,0.08,3,es,"{'es': 59, 'en': 20, 'fr': 1}",True,"{'Barcelona': 30, 'Madrid': 21, 'Mallorca': 8, 'Sevilla': 8, 'Gran Canaria': 7}","{'Tour': 41, 'Playa': 13, 'Vida nocturna': 7}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,31,73,0.07,2,es,"{'es': 71, 'en': 1, 'fr': 1}",False,"{'Barcelona': 30, 'Madrid': 21, 'Mallorca': 8, 'Sevilla': 7, 'Tenerife': 7}","{'Tour': 38, 'Playa': 9, 'Museo': 8}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,90,73,0.07,3,es,"{'es': 51, 'en': 16, 'fr': 6}",True,"{'Barcelona': 30, 'Madrid': 21, 'Mallorca': 8, 'Sevilla': 7, 'Tenerife': 7}","{'Tour': 37, 'Desconocido': 16, 'Playa': 11}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,33,72,0.07,4,es,"{'es': 60, 'en': 7, 'fr': 2, 'it': 2, 'de': 1}",True,"{'Barcelona': 29, 'Madrid': 21, 'Mallorca': 8, 'Sevilla': 7, 'Tenerife': 7}","{'Tour': 37, 'Cultura': 9, 'Museo': 9}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,72,72,0.07,2,es,"{'es': 59, 'en': 13}",False,"{'Barcelona': 29, 'Madrid': 21, 'Sevilla': 10, 'Mallorca': 8, 'Tenerife': 4}","{'Tour': 30, 'Desconocido': 17, 'Playa': 11}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,175,72,0.07,3,es,"{'es': 58, 'en': 13, 'fr': 1}",True,"{'Barcelona': 29, 'Madrid': 21, 'Sevilla': 21, 'Tenerife': 1}","{'Tour': 23, 'Desconocido': 16, 'Museo': 14}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,27,71,0.07,2,es,"{'es': 64, 'en': 7}",False,"{'Barcelona': 29, 'Madrid': 21, 'Mallorca': 7, 'Sevilla': 7, 'Tenerife': 7}","{'Tour': 29, 'Museo': 14, 'Playa': 9}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,101,67,0.02,1,es,{'es': 67},False,"{'Barcelona': 34, 'Malaga': 17, 'Madrid': 16}","{'Tour': 51, 'Playa': 9, 'Hotel': 7}","{'start': 2013, 'end': 2025}","Tour A Pie De Degustacion De Tapas Y Jamon En Malaga Nuestro guia era javi, era muy amable y tenia un conocimiento fantastico de la zona y lo mas importante la comida. La comida y el vino eran excelentes. Fue muy informativo y nos lo pasamos muy bien. El mercado especialmente era tan interesante des..."
positivo,102,64,0.02,1,es,{'es': 64},False,"{'Barcelona': 33, 'Malaga': 16, 'Madrid': 15}","{'Tour': 46, 'Deporte': 16, 'Playa': 2}","{'start': 2013, 'end': 2024}",Tour A Pie De Degustacion De Tapas Y Jamon En Malaga !Un recorrido fantastico! Felipe fue nuestro guia turistico. Muy profesional y amable. Fue muy informativo y divertido. La comida fue excelente! Disfrutamos de todos los diferentes sabores y los encantadores vinos. Nuestra parte favorita fue el me...
positivo,103,63,0.02,2,es,"{'es': 62, 'en': 1}",False,"{'Barcelona': 32, 'Malaga': 16, 'Madrid': 15}","{'Tour': 47, 'Playa': 14, 'Comida': 1}","{'start': 2013, 'end': 2025}","Excursion De Dia Completo A Granada Desde Malaga La alhambra es impresionante y las explicaciones de la guia anaden valor. Antes de ir a la alhambra y los jardines aparcamos en el borde de la ciudad de granada con un paseo de 20 minutos en cada sentido a la catedral, etc y casi dos horas de tiempo l..."
positivo,104,63,0.02,1,es,{'es': 63},False,"{'Barcelona': 32, 'Malaga': 16, 'Madrid': 15}","{'Tour': 53, 'Playa': 10}","{'start': 2013, 'end': 2025}","Lo Ultimo En Historia Y Tapas De Malaga: Experiencia Completa Con Todo Incluido Este tour fue realmente especial. Disfrutamos de los sitios, los sonidos, la comida y los sitios culturales durante todo el recorrido. Victor fue magnifico. El mejor guia turistico que puedas pedir."
positivo,111,63,0.02,1,es,{'es': 63},False,"{'Barcelona': 32, 'Malaga': 16, 'Madrid': 15}","{'Tour': 28, 'Playa': 17, 'Deporte': 15}","{'start': 2013, 'end': 2024}","Tour Frigiliana Y Nerja Desde Malaga !Hola a todos! Aunque nunca fuimos con este tour, si visitamos frigliana, y estaba floreciendo precioso. Por suerte, encontramos el lugar que es un poco de una subida en el coche, pero esta bien. (la domestica 0 a tiene miedo de las alturas, pero ella estaba bien..."
positivo,115,63,0.02,1,es,{'es': 63},False,"{'Barcelona': 32, 'Malaga': 16, 'Madrid': 15}",{'Tour': 63},"{'start': 2013, 'end': 2025}","Tour Por La Ciudad De Malaga Tour Panoramico En Segway De 1 Hora Una forma divertida de ver y descubrir malaga. Habia hecho anteriormente el viaje con un grupo de amigas y volvi esta vez con mi marido, quien tambien lo disfruto mucho. Ahmen (lo siento, no estoy seguro de la ortografia) fue un gran g..."
neutro,146,60,0.01,1,en,{'en': 60},False,"{'Barcelona': 15, 'Tenerife': 15, 'Sevilla': 15, 'Malaga': 15}","{'Desconocido': 30, 'Vida_nocturna': 15, 'Tour': 15}","{'start': 2022, 'end': 2025}",tickets and events in barcelona a bit rushed but overall good
negativo,161,57,0.06,4,es,"{'es': 39, 'en': 15, 'fr': 2, 'it': 1}",True,"{'Barcelona': 29, 'Madrid': 14, 'Sevilla': 11, 'Tenerife': 3}","{'Desconocido': 29, 'Tour': 9, 'Vida nocturna': 7}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,89,56,0.06,3,es,"{'es': 43, 'en': 8, 'fr': 5}",True,"{'Barcelona': 28, 'Madrid': 14, 'Sevilla': 13, 'Tenerife': 1}","{'Tour': 15, 'Desconocido': 15, 'Museo': 14}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,4,49,0.05,5,es,"{'es': 38, 'en': 5, 'fr': 3, 'de': 2, 'it': 1}",True,"{'Barcelona': 28, 'Madrid': 14, 'Malaga': 4, 'Mallorca': 3}","{'Tour': 20, 'Desconocido': 7, 'Vida nocturna': 7}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,18,49,0.05,3,es,"{'es': 37, 'en': 11, 'de': 1}",True,"{'Barcelona': 28, 'Madrid': 14, 'Sevilla': 7}","{'Tour': 19, 'Desconocido': 16, 'Vida nocturna': 8}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,19,49,0.05,4,es,"{'es': 32, 'en': 13, 'it': 2, 'fr': 1, 'de': 1}",True,"{'Barcelona': 28, 'Madrid': 14, 'Malaga': 6, 'Mallorca': 1}","{'Tour': 21, 'Desconocido': 10, 'Playa': 7}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,23,49,0.05,2,es,"{'es': 42, 'en': 7}",False,"{'Barcelona': 28, 'Madrid': 14, 'Sevilla': 7}","{'Tour': 19, 'Playa': 9, 'Vida nocturna': 7}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,47,49,0.05,3,es,"{'es': 35, 'en': 12, 'fr': 1, 'de': 1}",True,"{'Barcelona': 28, 'Madrid': 14, 'Malaga': 4, 'Mallorca': 3}","{'Tour': 17, 'Desconocido': 15, 'Playa': 9}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,50,49,0.05,3,es,"{'es': 45, 'it': 2, 'en': 1, 'fr': 1}",True,"{'Barcelona': 28, 'Madrid': 14, 'Sevilla': 7}","{'Tour': 21, 'Desconocido': 14, 'Vida nocturna': 7}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,70,49,0.05,4,es,"{'es': 36, 'fr': 6, 'de': 3, 'en': 2, 'it': 2}",True,"{'Barcelona': 28, 'Madrid': 14, 'Malaga': 4, 'Mallorca': 3}","{'Vida nocturna': 14, 'Tour': 12, 'Desconocido': 10}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,170,49,0.05,4,es,"{'es': 32, 'en': 13, 'fr': 2, 'de': 1, 'it': 1}",True,"{'Barcelona': 28, 'Madrid': 14, 'Malaga': 3, 'Mallorca': 2, 'Sevilla': 2}","{'Desconocido': 22, 'Museo': 10, 'Tour': 6}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,180,49,0.05,3,es,"{'es': 39, 'en': 8, 'fr': 2}",True,"{'Barcelona': 28, 'Madrid': 14, 'Sevilla': 7}","{'Desconocido': 14, 'Museo': 12, 'Tour': 11}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,106,48,0.01,2,es,"{'es': 47, 'en': 1}",False,"{'Barcelona': 17, 'Malaga': 16, 'Madrid': 15}","{'Tour': 47, 'Comida': 1}","{'start': 2013, 'end': 2025}",Lo Ultimo En Historia Y Tapas De Malaga: Experiencia Completa Con Todo Incluido Tuvimos un maravilloso recorrido historico informativo con damian de los aspectos mas destacados del centro de malaga. Fue el anfitrion perfecto y se aseguro de que todos tuvieran la mejor experiencia de la noche. Despue...
positivo,112,48,0.01,2,es,"{'es': 46, 'fr': 1, 'en': 1}",False,"{'Barcelona': 17, 'Malaga': 16, 'Madrid': 15}","{'Tour': 42, 'Hotel': 3, 'Desconocido': 2}","{'start': 2013, 'end': 2025}","Tour A La Alhambra Con Opcion A Palacios Nazaries Desde Malaga Gran viaje y una gran guia que da la historia de la visita. Impresionantes vistas en el camino y alli, y la arquitectura de los palacios. T"
positivo,114,48,0.01,2,es,"{'es': 36, 'en': 12}",False,"{'Barcelona': 17, 'Malaga': 16, 'Madrid': 15}","{'Tour': 40, 'Hotel': 6, 'Playa': 2}","{'start': 2012, 'end': 2025}","Tour Privado De Lujo De Un Dia A Tanger Desde Malaga Todo Incluido Yes, this seems pricey. Yes, it will take you an entire day. Yes, it is totally worth it. When we found out tangier, morocco was only an hour ferry ride away from tarifa, spain we felt it was an opportunity we could not pass up. Howe..."
positivo,110,46,0.01,2,es,"{'es': 31, 'en': 15}",False,"{'Barcelona': 16, 'Malaga': 15, 'Madrid': 15}",{'Tour': 46},"{'start': 2013, 'end': 2024}","Clase De Cocina De Tapas En Malaga Our personal guide javi met us near the market, and took us on a detailed tour of the very best vendors in the fish, fruit and meat sections of the market. Javi was well-known by the vendors, so we were able to sample many of the fresh produce on display! This got ..."
neutro,149,45,0.01,1,en,{'en': 45},False,"{'Barcelona': 27, 'Valencia': 15, 'Madrid': 3}","{'Tour': 30, 'Vida_nocturna': 12, 'Desconocido': 3}","{'start': 2022, 'end': 2025}",attractions guided tours in valencia spectacular scenery and great staff
negativo,195,42,0.04,3,es,"{'es': 35, 'en': 6, 'de': 1}",True,"{'Barcelona': 21, 'Madrid': 14, 'Malaga': 5, 'Mallorca': 2}","{'Museo': 14, 'Desconocido': 9, 'Tour': 8}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,96,35,0.03,2,es,"{'es': 29, 'en': 6}",False,"{'Barcelona': 21, 'Madrid': 7, 'Mallorca': 7}","{'Tour': 22, 'Desconocido': 7, 'Ocio': 4}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,193,35,0.03,2,es,"{'es': 28, 'en': 7}",False,"{'Barcelona': 21, 'Madrid': 7, 'Mallorca': 7}","{'Playa': 9, 'Desconocido': 8, 'Tour': 8}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
positivo,105,31,0.01,1,es,{'es': 31},False,"{'Barcelona': 16, 'Malaga': 15}",{'Tour': 31},"{'start': 2013, 'end': 2023}","Lo Ultimo En Historia Y Tapas De Malaga: Experiencia Completa Con Todo Incluido Conoci a damien en el lugar de reunion, que estaba a 30 minutos a pie de nuestro barco. Llegamos temprano y nos encontramos con el padre de damien, quien nos hablo de un mercado cercano (a 5 minutos a pie) que era realme..."
positivo,113,31,0.01,1,es,{'es': 31},False,"{'Barcelona': 16, 'Malaga': 15}","{'Tour': 16, 'Museo': 11, 'Cultura': 4}","{'start': 2013, 'end': 2025}",Entrada Al Museo Automovilistico Y De La Moda De Malaga Brillante lugar para visitar con una mezcla inusual de vehiculos historicos raros y una impresionante moda iconica. Tambien aparecen refrescos practicos afuera.
neutro,150,30,0.01,1,en,{'en': 30},False,"{'Barcelona': 15, 'Sevilla': 15}","{'Vida_nocturna': 15, 'Ocio': 15}","{'start': 2022, 'end': 2025}",tickets and events in barcelona too crowded but the views were stunning
positivo,107,30,0.01,1,es,{'es': 30},False,"{'Malaga': 15, 'Barcelona': 15}",{'Tour': 30},"{'start': 2012, 'end': 2023}","Lo Ultimo En Historia Y Tapas De Malaga: Experiencia Completa Con Todo Incluido Nos lo pasamos muy bien caminando por la parte antigua de la ciudad. Fue muy divertido estar con nuestro guia y fue un gran maestro de todo lo relacionado con malaga. !Las tapas fueron excelentes en nuestras paradas, asi..."
positivo,108,30,0.01,1,es,{'es': 30},False,"{'Malaga': 15, 'Barcelona': 15}","{'Tour': 16, 'Hotel': 14}","{'start': 2014, 'end': 2023}","Lo Ultimo En Historia Y Tapas De Malaga: Experiencia Completa Con Todo Incluido Esta fue una excelente gira con el guia local experto y agradable damian. !Aprendi tanto! Esta era mi segunda visita a malaga y sabia que era una ciudad encantadora y transitable, pero queria aprender mas sobre la histor..."
positivo,109,30,0.01,1,en,"{'en': 15, 'es': 15}",False,"{'Malaga': 15, 'Barcelona': 15}","{'Tour': 21, 'Comida': 9}","{'start': 2012, 'end': 2025}","Clase De Cocina De Tapas En Malaga The cooking class and market visit were very well organized, informative, and fun. Jorge and elba were skilled in moving the group through the various tasks while providing guidance. They had everything prepped but also gave us an opportunity to do hands on chores...."
negativo,6,28,0.03,3,es,"{'es': 14, 'en': 13, 'fr': 1}",True,"{'Barcelona': 14, 'Madrid': 7, 'Mallorca': 6, 'Malaga': 1}","{'Tour': 23, 'Hotel': 2, 'Desconocido': 1}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,153,28,0.03,2,es,"{'es': 21, 'en': 7}",False,"{'Barcelona': 14, 'Madrid': 7, 'Sevilla': 7}","{'Desconocido': 14, 'Tour': 7, 'Hotel': 3}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,11,21,0.02,3,es,"{'es': 9, 'en': 9, 'fr': 2, 'it': 1}",True,"{'Barcelona': 7, 'Madrid': 7, 'Sevilla': 5, 'Malaga': 1, 'Mallorca': 1}","{'Tour': 12, 'Playa': 6, 'Desconocido': 2}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,126,21,0.02,3,es,"{'es': 14, 'en': 5, 'fr': 1, 'de': 1}",True,"{'Barcelona': 7, 'Madrid': 7, 'Mallorca': 7}","{'Desconocido': 13, 'Tour': 4, 'Vida nocturna': 2}","{'start': 2022, 'end': 2025}","My opinion may be biased as we went there after a visit to Montserrat monastery. The day was very hot and we went at 16:00, a bit tired. What we did not like was there was no easy way for a self guided tour. I downloaded the application but could not make it ""talk"". The maps the park were not clear...."
positivo,116,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},"{'Tour': 9, 'Playa': 6}","{'start': 2012, 'end': 2015}","Barcelona: Tour En Bicicleta De Medio Dia Tambien fuimos a traves de la "" hemos acabado de bicicletas ... "" cosa. Pero ... Nos dieron un gran tour y lo disfrute mucho. No nos llevaria media hora (mas) para conseguir nuestra bicicleta y se quedaron sin guias, asi que llame a amy (sp?) que estuvo geni..."
positivo,117,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},"{'Tour': 13, 'Playa': 2}","{'start': 2013, 'end': 2014}",Barcelona: Tour En Bicicleta De Medio Dia Jordania fue nuestro guia. El era un excelente guia de australia. Aprendi mas en esta excursion de lo que habia aprendido en las ultimas dos veces que he estado en barcelona. Teniamos un grupo grande de familia con dos ninos pequenos que mi sobrina y sobrino...
positivo,118,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Tour': 15},"{'start': 2012, 'end': 2014}","Barcelona: Tour En Bicicleta De Medio Dia Tenemos experiencia numerosos fat tire bike tours ... Uno en londres, tres en paris, y ahora uno en barcelona. La experiencia total era el menos aqui, pero no era para nada mal. Nuestro guia, brie, era agradable y atento. Bicicletas comodas como siempre. Apr..."
positivo,119,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},"{'Tour': 13, 'Playa': 2}","{'start': 2012, 'end': 2014}","Barcelona: Tour En Bicicleta De Medio Dia La visita guiada en bicicleta era realmente agradable. Nos encontramos al lado del edificio del ayuntamiento de la ciudad, en barcelona, en donde nos dividieron en grupos. La nuestra tenia 10 personas y nuestro guia era paula. Las bicicletas eran agradable y..."
positivo,120,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},"{'Playa': 12, 'Hotel': 3}","{'start': 2013, 'end': 2013}",Barcelona: Tour En Bicicleta De Medio Dia El viaje fue muy divertido. Cliff (nuestro guia) era una muy divertida y agradable muchacho que se tomaron la molestia al recordar el nombre de todo el mundo. Las bicicletas eran buenos y comoda y equipo cambiante ningun problema. Sin duda recomendaria este ...
positivo,121,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},"{'Tour': 13, 'Playa': 2}","{'start': 2012, 'end': 2013}","Barcelona: Tour En Bicicleta De Medio Dia Fuimos en un tour de fatbikes en barcelona el dia que llegamos y fue de lejos la mejor introduccion a la ciudad que podriamos haber tenido jamas! Vimos algunos grandes lugares, aprendimos mucho sobre la historia y la cultura de espana e incluso tenia algun t..."
positivo,122,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Tour': 15},"{'start': 2012, 'end': 2013}","Barcelona: Tour En Bicicleta De Medio Dia Jim es el mejor guia! Teniamos un fantastico tour - interesante y divertido! Las bicicletas son buenas, la ruta esta bien y es una forma especial de conocer barcelona!"
positivo,123,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Playa': 15},"{'start': 2012, 'end': 2012}","Barcelona: Tour En Bicicleta De Medio Dia Estoy viajando por mi cuenta en europa y han estado tratando de tomar excursiones dondequiera que vaya a conseguir un empuje inicial en la ciudad y conocer gente nueva. El tour en bicicleta grasas de los neumaticos es increible y nuestro guia, jordania, fue ..."
positivo,124,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Tour': 15},"{'start': 2012, 'end': 2012}","Barcelona: Tour En Bicicleta De Medio Dia ?Quien hace un tour en bicicleta? Me pueden investigar la ciudad yo, ?Verdad? Bien, me paro corregido. Me sorprendio gratamente por el personal del neumatico materias grasas. El personal era fantastico, bien informado y la diversion de viaje. Nuestro guia er..."
positivo,125,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Playa': 15},"{'start': 2012, 'end': 2012}",Barcelona: Tour En Bicicleta De Medio Dia Alquilar una fat tire bike tour fue una de las mejores decisiones de nuestro viaje a barcelona. Fue informativo pero tambien divertido. De ninguna manera es el paseo en bicicleta en si era pesado. La guia era simplemente perfecto. Era una senora de europa qu...
positivo,126,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Hotel': 15},"{'start': 2012, 'end': 2012}",Barcelona: Tour En Bicicleta De Medio Dia Muy recomendable. La excursion le permite ver varios barrios en una divertida y facil trayecto. Nuestro guia jill era tan dulce y muy eficientes. Mi grupo habia gente de todo el mundo y el ambiente era muy divertido y entusiasta. Recomendaria este hotel a cu...
positivo,127,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Tour': 15},"{'start': 2012, 'end': 2012}","Barcelona: Tour En Bicicleta De Medio Dia Esta excursion es una estupenda manera de ver barcelona si se queda corto de tiempo. Nuestro guia jill era mas que contentos de imparto algun conocimiento sobre los mejores museos, zonas para visitar y lugares para comer. Muy recomendable."
positivo,128,15,0.0,1,es,{'es': 15},False,{'Barcelona': 15},{'Playa': 15},"{'start': 2012, 'end': 2012}","Barcelona: Tour En Bicicleta De Medio Dia Gran excursion basica para ver los principales lugares de interes de barcelona si quieres dos ruedas accion. Nos llevaron a algunas zonas que no habriamos encontrado o ido por nuestra cuenta, que era muy agradable. Historia muy basica, pero pasamos de maravi..."
negativo,211,7,0.01,3,de,"{'de': 3, 'es': 2, 'fr': 1, 'en': 1}",True,"{'Mallorca': 4, 'Sevilla': 3}","{'Desconocido': 3, 'Ocio': 2, 'Tour': 1}","{'start': 2023, 'end': 2025}","Personnellement, nonchalant explication à la vite je m’attendais à mieux déçu"
negativo,212,7,0.01,1,es,{'es': 7},False,{'Mallorca': 7},{'Desconocido': 7},"{'start': 2023, 'end': 2024}",Esta entrada no tiene comentarios
negativo,213,7,0.01,1,es,{'es': 7},False,{'Mallorca': 7},{'Vida nocturna': 7},"{'start': 2024, 'end': 2025}",Esta entrada no tiene comentarios
negativo,214,7,0.01,1,es,{'es': 7},False,{'Mallorca': 7},{'Vida nocturna': 7},"{'start': 2025, 'end': 2025}",Esta entrada no tiene comentarios
negativo,215,7,0.01,1,es,{'es': 7},False,{'Mallorca': 7},"{'Playa': 6, 'Desconocido': 1}","{'start': 2024, 'end': 2025}",Esta entrada no tiene comentarios
negativo,216,7,0.01,1,es,{'es': 7},False,{'Mallorca': 7},"{'Playa': 6, 'Tour': 1}","{'start': 2024, 'end': 2025}",Esta entrada no tiene comentarios
negativo,217,7,0.01,1,es,{'es': 7},False,{'Sevilla': 7},{'Desconocido': 7},"{'start': 2024, 'end': 2024}",Esta entrada no tiene comentarios
